id,geo,source,conversation_id,reply_settings,public_metrics,created_at,text,author_id,lang,search_query,referenced_tweets,in_reply_to_user_id
767836988053467136,,rhdtjyh,767836988053467136,everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-08-22T21:32:58.000Z,#Everton FC #Transfer #Report: #Ronald Koemans #Side #Hopeful of £#15m  ... #Koemans http://someurl http://someurl,747759907622031360,nl,#hopeful,,
764152225237078016,,Echofon  Android,763802305468702720,everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-08-12T17:31:02.000Z,@someuser Stroopwaffles? #hopeful,39977952,nl,#hopeful,"[{'type': 'replied_to', 'id': '763809561878945794'}]",725761170
764139150102634496,,Twitter for Android,764139150102634496,everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",2016-08-12T16:39:05.000Z,Hey @someuser Voor een opdracht op ons superspeciaal speelplein moeten wij op de radio komen. Mss een idee voor @someuser ? #hopeful,2954642704,nl,#hopeful,,
759354595571269637,,Twitter for iPhone,759354595571269637,everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-07-30T11:46:58.000Z,Nu afwachten. Lets hope for the best!! #hopeful #parttwo,26793686,nl,#hopeful,,
753681085213597696,,Twitter for iPad,753681085213597696,everyone,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",2016-07-14T20:02:28.000Z,@someuser wanneer zal de nintendo classic mini bij jullie te pre-orderen zijn? #hopeful,962950166,nl,#hopeful,,435016041
753044811863629824,,Instagram,753044811863629824,everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",2016-07-13T01:54:08.000Z,Tisha Wild | Julio 2016| | #TishaWild #Tisha #SuicideGirl #SG #Hopeful #HopefulSuicideGirls... http://someurl,95686793,nl,#hopeful,,
749968946107940865,,Twitter Web Client,749968946107940865,everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-07-04T14:11:45.000Z,Nog 20 uur... #spanning #hopeful,26793686,nl,#hopeful,,
741993561235849216,,Twitter for Android,741993561235849216,everyone,"{'retweet_count': 2, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-06-12T14:00:25.000Z,RT @someuser Hopelijk is EBN morgen mijn grote vriend #hopeful,237300622,nl,#hopeful,"[{'type': 'retweeted', 'id': '741983564108050432'}]",
741983564108050432,,Twitter Web Client,741983564108050432,everyone,"{'retweet_count': 2, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-06-12T13:20:41.000Z,Hopelijk is EBN morgen mijn grote vriend #hopeful,181226755,nl,#hopeful,,
741027838023892993,,Twitter Web Client,741027838023892993,everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-06-09T22:02:58.000Z,Precies snel aan het vorderen met het eerste deel van mijn #SecretProject #Hopeful #SchijnKanBedriegen,2355197058,nl,#hopeful,,
736924538676613120,,Twitter Web Client,736827972410347520,everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-05-29T14:17:56.000Z,@someuser Ik ervaar het omgekeerd; to #love a man is easy~ giving #mankind a chance ...#hopeful Human,722464296597381120,nl,#hopeful,"[{'type': 'replied_to', 'id': '736827972410347520'}]",144113649
735914375446401025,,Twitter Web Client,735914375446401025,everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-05-26T19:23:54.000Z,Aardbeien. #happy #hopeful en #healthy. #366dagenfoodinspiratie http://someurl,333568269,nl,#hopeful,"[{'type': 'quoted', 'id': '735908880438464512'}]",
731569899693346816,,Twitter for iPhone,731565702230986754,everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",2016-05-14T19:40:30.000Z,@someuser we praten er binnenkort wel over #pjeuro16 #hopeful,14264386,nl,#hopeful,"[{'type': 'replied_to', 'id': '731569009280339968'}]",21687228
728829111800471552,,Twitter for iPhone,728829111800471552,everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-05-07T06:09:35.000Z,Wat doe ik? Ik heb geen idee. 😔 ooit..ooit.. #hopeful #onedayatatime,17452825,nl,#hopeful,,
727844043879817216,,Twitter for iPhone,727844043879817216,everyone,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",2016-05-04T12:55:17.000Z,Nog nooit in Costa Rica geweest &lijkt me ook super tof om een keer met het vliegtuig te gaan #findyourwild #hopeful http://someurl,753329732,nl,#hopeful,,
723430999137251332,{'place_id': 'b3397c61b7800b04'},Twitter for Android,723430999137251332,everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-04-22T08:39:25.000Z,"School van 11 tot 4, behalve als examenstunt COMPLEET FOUT gaat xD Dan zijn we eerder uit #hopeful #vakantie",461170231,nl,#hopeful,,
717641371365019648,"{'coordinates': {'type': 'Point', 'coordinates': [90.41118051, 23.77756737]}, 'place_id': '001aff55522d96c9'}",Instagram,717641371365019648,everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",2016-04-06T09:13:30.000Z,#Hopeful #tesla #puppy #goldenretriever #dogsofinstagram #dogs @ 19 (Nineteen) http://someurl,268317263,nl,#hopeful,,
716472612528979968,,Instagram,716472612528979968,everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-04-03T03:49:16.000Z,Ameen 😓| .| .| #allahuakbar #YaAllahmeritobah #Tobah #forgiveness #hopeful #heIsRaheem #Rahman ❤ http://someurl,2594634577,nl,#hopeful,,
713133093973045249,,Twitter for iPhone,713133093973045249,everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-03-24T22:39:13.000Z,Wat een dag(en)....#triest #goodnight #betterdays #hopeful http://someurl,445633900,nl,#hopeful,,
710011197924450304,,Twitter for Android,710011197924450304,everyone,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-03-16T07:53:55.000Z,RT @someuser A Vast Minority: nieuw waardevol boek #StuartMurray over chr gemeenschap als minderheid #creative #profetic #hopeful http://someurl,806835643,nl,#hopeful,"[{'type': 'retweeted', 'id': '710009455140859904'}]",
710009455140859904,,Twitter for Android,710009455140859904,everyone,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",2016-03-16T07:47:00.000Z,A Vast Minority: nieuw waardevol boek #StuartMurray over chr gemeenschap als minderheid #creative #profetic #hopeful http://someurl,129773251,nl,#hopeful,,
705744251930460160,,Facebook,705744251930460160,everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-03-04T13:18:36.000Z,Ameen. #allah #prophetmuhammad #connection #direction #hope #hopeful #dua #friday #jummah #blessings #prayers... http://someurl,586869220,nl,#hopeful,,
700352771824951296,,Twitter for Android,700350746659835904,everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-02-18T16:14:47.000Z,@someuser Bedankt in ieder geval om te antwoorden en hopelijk heeft de planning gehoor voor mijn vraag. #endrant #hopeful,99700797,nl,#hopeful,"[{'type': 'replied_to', 'id': '700351801657319426'}]",14309512
699896489649291264,,Twitter Web Client,699896489649291264,everyone,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-02-17T10:01:41.000Z,Zie ik hem ooit terug? #Hopeful,184009959,nl,#hopeful,,
695376864857042944,,Twitter for iPhone,695376864857042944,everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-02-04T22:42:18.000Z,Misschien naar de Malediven in de herfstvakantie 😱🙊 #SmallChance #Hopeful,305852713,nl,#hopeful,,
690816606780399616,{'place_id': '9e1ba235915b10a6'},Twitter for Android,690816606780399616,everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-01-23T08:41:28.000Z,Wat zal de dag vandaag voor ons in petto hebben? #hopeful,1467320540,nl,#hopeful,,
689860726215831552,,Twitter for Android,689860726215831552,everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-01-20T17:23:08.000Z,Al 200dagen me t beste liefje ooit !!!| Een mooi begin van een leven samen ?! #yesplease #Hopeful #love #boyfriend #forever #my1&only #myboy♡,535186544,nl,#hopeful,,
686865718290296832,,IFTTT,686865718290296832,everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-01-12T11:02:03.000Z,RT http://someurl . CTJazzFest woop woop. #prayersForTickets #hopeful #ivebeengood #SWV,4715517460,nl,#hopeful,,
686864790355054592,,TweetDeck,686864385445380097,everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",2016-01-12T10:58:22.000Z,. @someuser woop woop. #prayersForTickets #hopeful #ivebeengood #SWV,598484416,nl,#hopeful,"[{'type': 'replied_to', 'id': '686864385445380097'}]",19907921
684781616351305728,,Twitter Web Client,684781616351305728,everyone,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-01-06T17:00:34.000Z,RT @someuser Hopelijk zijn er slagers die bij sneeuwval dierenogen en zo uitdelen. Ik ga de coolste sneeuwman van de straat hebben #hop...,18775373,nl,#hopeful,"[{'type': 'retweeted', 'id': '684778193778257920'}]",
684778193778257920,,Twitter for Android,684778193778257920,everyone,"{'retweet_count': 1, 'reply_count': 1, 'like_count': 4, 'quote_count': 0}",2016-01-06T16:46:58.000Z,Hopelijk zijn er slagers die bij sneeuwval dierenogen en zo uitdelen. Ik ga de coolste sneeuwman van de straat hebben #hopeful,212935927,nl,#hopeful,,
681845058493104129,,Twitter for Android,681845058493104129,everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",2015-12-29T14:31:44.000Z,#Hopeful.... as daar 2 spelers is wat dit vir ons kan doen is dit daai 2 .. en dalk vir Miller ook ñ kans gee😉 http://someurl,791974854,nl,#hopeful,"[{'type': 'quoted', 'id': '681843916187021312'}]",
678182702592466944,,Twitter Web Client,678182702592466944,everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2015-12-19T11:58:50.000Z,vrede op komst? #hopeful #worldpeace #Syria| VN-Veiligheidsraad stemt unaniem voor vredesplan voor Syrië http://someurl,2894477195,nl,#hopeful,,
676880390301331457,,Twitter for Android,676880390301331457,everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2015-12-15T21:43:55.000Z,Fingers crossed da mn ouders me morge late gaan en zegge da t oke is om te blijve slapen #hopeful #kerstmarkt #leuven #bestfriend #mylove  ♡,535186544,nl,#hopeful,,
674645804561383424,,Twitter for Android,674645804561383424,everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2015-12-09T17:44:28.000Z,"Ek gaan Hi se, jy kan my ignoreer of antw, maar moeni weer verdwyn nie asb. #s #hopeful #missmyfriend",507815201,nl,#hopeful,,
673962848809328640,,Twitter for Android,673962848809328640,everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",2015-12-07T20:30:39.000Z,Mss wrd oudjaar tg beter dan ik dacht #hopeful #fingerscrossed #2015 #2016 #NewYearsEve,535186544,nl,#hopeful,,
667030697220186112,,Twitter Web Client,667030324510068736,everyone,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",2015-11-18T17:24:45.000Z,@someuser pfft #hopeful,29234202,nl,#hopeful,"[{'type': 'replied_to', 'id': '667030324510068736'}]",25776263
666556249169903616,,Twitter for iPhone,666556249169903616,everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2015-11-17T09:59:28.000Z,"Zojuist mijn mailtje verstuurd om ambassadeur te worden van @someuser , en nu maar afwachten en heel hard duimen!! #hopeful",4061324308,nl,#hopeful,,
663447325872926720,,Twitter for Android,576537254442717184,everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2015-11-08T20:05:43.000Z,"@someuser hey, er wordt prachtig verbouwd nu, maar waar gaan die kekke B&J zitjes nou heen dan? #hopeful http://someurl",136008908,nl,#hopeful,"[{'type': 'replied_to', 'id': '576537254442717184'}]",136008908
659467675391803392,,Twitter for Android,659467675391803392,everyone,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}",2015-10-28T20:32:00.000Z,"Winners bracket: Fnatic, TSM, VP, nV.| | Then C9, G2, Titan, Navi.| | #Hopeful",3702497896,nl,#hopeful,,
657313482950483969,,Twitter for Android,657313482950483969,everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2015-10-22T21:52:01.000Z,Zon dubbel gevoel #Sad #Emotions| #boos #blij #verdrietig #hopeful #why #HospitalThing,919064510,nl,#hopeful,,
653328202539106306,,Twitter for iPad,653223556512395264,everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2015-10-11T21:55:56.000Z,@someuser @someuser @someuser @someuser @someuser @someuser Reageer aub 😉 #hopeful,3366617631,nl,#hopeful,"[{'type': 'replied_to', 'id': '653223556512395264'}]",3366617631
651787085985280000,,Twitter for Android,651787085985280000,everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2015-10-07T15:52:05.000Z,"Ziekjes, en morgen een belangrijke toets #hellup @someuser kun jij me ff genezen op de een of andere manier? #Hopeful",3366617631,nl,#hopeful,,
650778080584290304,,Tweetbot for iΟS,650436442976559108,everyone,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}",2015-10-04T21:02:39.000Z,"@someuser meer dan in de zin van zelfrijdende trucks (geen chauffeurs meer), maar wetgeving zal gelijk lopen I guess #hopeful",143744309,nl,#hopeful,"[{'type': 'replied_to', 'id': '650777225302831104'}]",15919429
643178539337031680,,Twitter for Android,643041323499528192,everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2015-09-13T21:44:48.000Z,@someuser als je reageert (of reageert op je dm) maak je mij de komende 2 weken gelukkig :) #Hopeful @someuser #braviour #love,3366617631,nl,#hopeful,"[{'type': 'replied_to', 'id': '643041323499528192'}]",3366617631
641619849802743808,,Twitter for Android Tablets,641619849802743808,everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2015-09-09T14:31:07.000Z,When will Beau meet Roscoe and Schuyler? #hopeful #GITY,224163726,nl,#hopeful,,
640931380961091584,,Twitter for iPhone,640931380961091584,everyone,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2015-09-07T16:55:23.000Z,RT @someuser @someuser @someuser ik hoop echt dat Kaj dit gaat zien :) #Hopeful,356702392,nl,#hopeful,"[{'type': 'retweeted', 'id': '640931316469510145'}]",
640931316469510145,,Twitter for Android,640926286605615104,everyone,"{'retweet_count': 1, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",2015-09-07T16:55:08.000Z,@someuser @someuser ik hoop echt dat Kaj dit gaat zien :) #Hopeful,3366617631,nl,#hopeful,"[{'type': 'replied_to', 'id': '640926286605615104'}]",356702392
639847091842478080,,Echofon  Android,639846720038289408,everyone,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",2015-09-04T17:06:49.000Z,@someuser STROOPWAFLES! Stroopwafles? Gooses love stroopwafles. #hopeful #biggooseyeyes,39977952,nl,#hopeful,"[{'type': 'replied_to', 'id': '639846720038289408'}]",863690490
633289704721502208,,Twitter for Android,633289704721502208,everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2015-08-17T14:50:06.000Z,Gelukkig ziet het weer vooruitzicht in Berlijn er een stuk beter uit dan we nu in Nederland hebben. Hopelijk blijft dat zo #hopeful,24890804,nl,#hopeful,,
632684104845262848,,TweetCaster for Android,632684104845262848,everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",2015-08-15T22:43:39.000Z,A long day gevuld met brainstormen over de toekomst van ons jeugdteam.. #inspired #hopeful #Jlife http://someurl,34561141,nl,#hopeful,,
632253327212941312,,Twitter for Android,632253327212941312,everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2015-08-14T18:11:54.000Z,@someuser wanneer komt de uitslag van de winactie voor de kaarten van @someuser ?? #hopeful #braviour4life #love :),3366617631,nl,#hopeful,,30187412
626859827000688641,,Twitter for Android,626859827000688641,everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2015-07-30T21:00:03.000Z,Hectische en angstige avond met een buiten-de-uren consult bij dierenarts ipv sportavondje... Mn arme Raico... #BestVetEver #hopeful,119489700,nl,#hopeful,,
626708410847920128,,Twitter for Android,626672655412928512,everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2015-07-30T10:58:23.000Z,"@someuser slechte trailer idd, maar hopelijk zal de film dat weer goed maken :) #hopeful",71004383,nl,#hopeful,"[{'type': 'replied_to', 'id': '626672655412928512'}]",38169986
625753269244182529,,Facebook,625753269244182529,everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2015-07-27T19:42:59.000Z,Intezaar Hai Tere Pyaar Ka... 󾌧| #futureman #soulmate #hopeful #loveislife #missingspecialone — feeling hopeful,1731528680,nl,#hopeful,,
618850474641461248,,Twitter for iPhone,618850474641461248,everyone,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",2015-07-08T18:33:45.000Z,Eindelijk iemand die man en paard noemt inzake #Griekenland. En #Tsipras luisterde naar @someuser zo te zien @someuser #Journaal. #hopeful.,158666977,nl,#hopeful,,
607121990504357888,,Twitter for iPhone,607121990504357888,everyone,"{'retweet_count': 0, 'reply_count': 2, 'like_count': 0, 'quote_count': 0}",2015-06-06T09:48:56.000Z,"Ooit op een dag vind ik die ene man die mijn hart laat lachen, mijn gezicht laat stralen, dat ene ontbrekende puzzelstuk #hopeful",2587521862,nl,#hopeful,,
606755264851808257,,Twitter Web Client,606755264851808257,everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2015-06-05T09:31:42.000Z,Na 3 jaar sukkelen eindelijk naar de dokter geweest en pilletjes gehad tegen de #hooikoorts #yes #hopeful! straks sporten #fietsen EINDELIJK,207184888,nl,#hopeful,,
606192265225191425,,Twitter for iPad,606192265225191425,everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2015-06-03T20:14:33.000Z,"Blokken voor school, anders mag ik niet naar Kreutzersonate en @someuser ontmoeten, hopelijk gaat alles goed! 👼 #hopeful",2562477621,nl,#hopeful,,
604655036711481344,,Twitter for iPhone,604655036711481344,everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",2015-05-30T14:26:09.000Z,"Pauze tijdens de examens http://someurl #barsandmelody #BritainsGotTalent love this, beautiful #hopeful",3095846684,nl,#hopeful,,
602712263766728704,,Twitter Web Client,602712263766728704,everyone,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2015-05-25T05:46:16.000Z,RT @someuser Ameen| | #hopeful #hope #dream #believe #makeithappen http://someurl,3126666183,nl,#hopeful,"[{'type': 'retweeted', 'id': '595567450000883713'}]",
599503093324185601,,Twitter Web App,599503093324185601,everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2015-05-16T09:14:10.000Z,Een heerlijk zakje oogappels van de gebroeders Fruit gekregen! #thankful #blessed #hopeful,371314750,nl,#hopeful,,
596069967059144704,,Twitter for Android,596069967059144704,everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2015-05-06T21:52:09.000Z,@someuser  zou je me mee willen helpen met gillen ik kan niet gillen ivm ziekte #rolstoelgirl #gilvoorbbrave  #ziggo #hopeful#gillen,58240316,nl,#hopeful,,136383267
596068729739423744,,Twitter for Android,596068071657320448,everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2015-05-06T21:47:14.000Z,@someuser  zou je me mee willen helpen met gillen ik kan niet gillen ivm ziekte #rolstoelgirl #gilvoorbbrave  #ziggo #hopeful #gillen,58240316,nl,#hopeful,"[{'type': 'replied_to', 'id': '596068071657320448'}]",58240316
595567450000883713,,Instagram,595567450000883713,everyone,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2015-05-05T12:35:19.000Z,Ameen| | #hopeful #hope #dream #believe #makeithappen http://someurl,363073873,nl,#hopeful,,
593319830008242176,,Twitter Web Client,593319830008242176,everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2015-04-29T07:44:05.000Z,owh gud vandaag het examen groot bloemwerk maken.... hoop dat het gaat lukken #hopeful,322716687,nl,#hopeful,,
592489592454041602,,Instagram,592489592454041602,everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2015-04-27T00:45:01.000Z,Wait me! 🙏😇| 1-2 mei 2015 #hopeful #nextrip #prau  #2565mdpl #instagood #instadaily #instadventure... http://someurl,54826527,nl,#hopeful,,
590580049855836160,,Twitter Web Client,590580049855836160,everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",2015-04-21T18:17:10.000Z,Donderdag rondleiding Ghelamco Arena met eventueel Het Nieuwsblad dat langs komt :) Bewoners zien het zitten #Buffalo #KaaGent #hopeful,385481217,nl,#hopeful,,
581475658804662272,,Twitter for iPhone,581475658804662272,everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",2015-03-27T15:19:35.000Z,Selectiedagen achter de rug 🙌 #Hopeful,2191784559,nl,#hopeful,,
580804684010639361,,Instagram,580804684010639361,everyone,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",2015-03-25T18:53:22.000Z,Van Hoopvol naar Teleurstelling. Daarom even troosten met lekker eten.  😉 #sushi #hopeful... http://someurl,60406813,nl,#hopeful,,
575413995533959170,,Twitter for iPhone,575413995533959170,everyone,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",2015-03-10T21:52:41.000Z,Deze vriendschap gaat het overleven! 💪 #hopeful,917372310,nl,#hopeful,,
565017588452052992,,Twitter for iPhone,565007614791012353,everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2015-02-10T05:21:05.000Z,@someuser id prefer jordan staal. #bitter #hopeful #justnotrichardpark,64846056,nl,#hopeful,"[{'type': 'replied_to', 'id': '565007614791012353'}]",190349480
564542676805357569,,Twitter for iPhone,564542676805357569,everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2015-02-08T21:53:57.000Z,Wordt #GRAMMYs  ook in Nederland uitgezonden?? #hopeful,200135761,nl,#hopeful,,
