created_at,text,geo,lang,source,id,reply_settings,author_id,conversation_id,public_metrics,search_query,referenced_tweets,in_reply_to_user_id
2016-12-29T01:38:35.000Z,Te amo mi Dani 😍 #enamorada #newfamillymember #love #baby #wonderful... http://someurl,,it,Instagram,814284448384458752,everyone,265484278,814284448384458752,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#wonderful,,
2016-12-29T00:51:45.000Z,Por que no todo es correr #Miercoles #Lamarquesa #happy #Wonderful http://someurl,{'place_id': '2727af9b6222f4d4'},es,Twitter for iPhone,814272660133834752,everyone,79370407,814272660133834752,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 5, 'quote_count': 0}",#wonderful,,
2016-12-28T21:27:46.000Z,Il cielo come un dipinto... 🌅❤| #sky #skyporn #sunset #painted #colorful #wonderful #photo #pic... http://someurl,,it,Instagram,814221326692990976,everyone,425732405,814221326692990976,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#wonderful,,
2016-12-28T19:49:28.000Z,Cuando tienes el paraiso debajo de tus pies.... pues eso... #Wonderful http://someurl,,es,Twitter for iPhone,814196588147052545,everyone,1228280334,814196588147052545,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",#wonderful,,
2016-12-28T19:32:54.000Z,#scott #newshoes #wonderful #regalinodinatale #nonefinita #buonprodotto #topdigamma🔝 @ Quero http://someurl,"{'place_id': '04ad0cae2585082b', 'coordinates': {'type': 'Point', 'coordinates': [11.9333, 45.9167]}}",es,Instagram,814192421068115969,everyone,829143050,814192421068115969,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#wonderful,,
2016-12-28T13:20:29.000Z,HELLO MONACO! ☺😍😀 #jesuspaul #jesuspaulofficial #happy #wonderful #ilikeit #ilovemylife... http://someurl,,es,Instagram,814098697034207232,everyone,128431281,814098697034207232,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#wonderful,,
2016-12-28T07:45:42.000Z,Vigila que et quedes sense! #paneradenadal #rifa #coffee #candy #photography #wonderful... http://someurl,,es,Instagram,814014445550587904,everyone,2769667200,814014445550587904,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#wonderful,,
2016-12-28T02:56:34.000Z,>>> http://someurl <<< #Metz #sexy fetish #dominant nipples #mfc porno #wonderful #baisage http://someurl,,es,Zapier.com,813941685847785472,everyone,776311490743717889,813941685847785472,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#wonderful,,
2016-12-27T20:36:03.000Z,Made a #Donation @ MCCP #Wonderful #creativity #School #Acting #Clowns #scholarships #Ontario  #Canada #ManitoulinIsland #GreatLakes,,es,Twitter Web Client,813845924921241600,everyone,2401353727,813845924921241600,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",#wonderful,,
2016-12-27T20:02:18.000Z,De paseo en el río Huallaga 🏞☀️🚶🏼#Summer #SelvaPeru #wonderful... http://someurl,,es,Instagram,813837428595126272,everyone,176269853,813837428595126272,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#wonderful,,
2016-12-27T14:51:28.000Z,Hoy en mujeresprimero con @someuser @someuser #wonderful... http://someurl,"{'place_id': '00e322460b3f03b5', 'coordinates': {'type': 'Point', 'coordinates': [-70.59260977, -33.48473532]}}",es,Instagram,813759207761645570,everyone,101734496,813759207761645570,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 3, 'quote_count': 0}",#wonderful,,
2016-12-27T12:28:07.000Z,>>> http://someurl <<< #Nice #sexdating porno #xxx teen #livesex petite #wonderful #libertine http://someurl,,es,Zapier.com,813723130934001664,everyone,776389492064346113,813723130934001664,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#wonderful,,
2016-12-27T11:22:49.000Z,>>> http://someurl <<< #Cergy #sexdate nude #cumshot interracial #cammodel facial #wonderful #libertine http://someurl,,es,Zapier.com,813706700230377473,everyone,776313168587005952,813706700230377473,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#wonderful,,
2016-12-27T08:31:50.000Z,Buenos días! #goodmornig #wonderful http://someurl,,es,Instagram,813663667984236544,everyone,273404789,813663667984236544,"{'retweet_count': 2, 'reply_count': 1, 'like_count': 2, 'quote_count': 0}",#wonderful,,
2016-12-26T22:56:04.000Z,#Wonderful site #QueenNush....@someuser @someuser @someuser @someuser @someuser @someuser @someuser @someuser http://someurl,,es,Twitter Web Client,813518771751186432,everyone,717540039467606017,813518771751186432,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 3, 'quote_count': 0}",#wonderful,"[{'type': 'quoted', 'id': '813515130365415424'}]",
2016-12-26T22:30:13.000Z,Algo así no necesita filtro! | #Misiones #TierraColorada #Naturaleza #AlMáximo #wonderful #Tree @someuser http://someurl,"{'place_id': '33c4b9983fe31b5d', 'coordinates': {'type': 'Point', 'coordinates': [-53.90133976, -27.15327539]}}",es,Instagram,813512266058371072,everyone,970880790,813512266058371072,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#wonderful,,
2016-12-26T19:03:22.000Z,#wonderful #relaxinfamily #thankyouall @ Sirmione Lake Garda http://someurl,,es,Instagram,813460209947459584,everyone,785103905051074561,813460209947459584,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#wonderful,,
2016-12-26T18:34:37.000Z,Cafe 100% colombiano en chile 👌 #coffee #100%colombiano #colombia #chile #wonderful @ Amo mi... http://someurl,"{'place_id': '019f5b823c2b7bae', 'coordinates': {'type': 'Point', 'coordinates': [-71.6280686, -33.039069]}}",es,Instagram,813452978317328384,everyone,196135945,813452978317328384,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#wonderful,,
2016-12-26T17:39:44.000Z,"Enricos in Plett🙌🏻  #sunset #wonderful #plettenbergbay @ Enricos Italian Restaurant,... http://someurl","{'place_id': 'adbe5610ca12fe5a', 'coordinates': {'type': 'Point', 'coordinates': [23.46129381, -34.00351318]}}",es,Instagram,813439166830837761,everyone,539117877,813439166830837761,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",#wonderful,,
2016-12-26T04:04:21.000Z,Lovely 🗻 #landscape #view #sky #heaven #blue #wonderful #amazing #beautiful #mexico @ Peña De... http://someurl,,es,Instagram,813233965658013696,everyone,137509546,813233965658013696,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#wonderful,,
2016-12-25T16:49:45.000Z,Hermosa vista 🌅🌅 #Lima #Perú #Wonderful http://someurl by #halconavicencio via @someuser,,es,Linkis: turn sharing into growth,813064196921458688,everyone,3426045133,813064196921458688,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#wonderful,,
2016-12-25T16:36:40.000Z,Hermosa vista 🌅🌅 #Lima #Perú #Wonderful http://someurl by #tweetdejuancho via @someuser,,es,Linkis: turn sharing into growth,813060906137567232,everyone,4549729162,813060906137567232,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#wonderful,,
2016-12-25T15:17:15.000Z,"La Jolla, San Diego, CA [OC][2646x1560] #Earth #EarthPorn #Wonderful http://someurl",,es,IFTTT,813040921839276033,everyone,2608731229,813040921839276033,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#wonderful,,
2016-12-25T02:48:12.000Z,#wonderful #counselor #messiah @ Miller Casa http://someurl,"{'place_id': '512a8a4a4c4b4be0', 'coordinates': {'type': 'Point', 'coordinates': [-80.73526494, 35.08667734]}}",es,Instagram,812852414353117185,everyone,74518649,812852414353117185,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#wonderful,,
2016-12-24T18:48:31.000Z,"Momento no somos nada, la vida es prestada. #Humbling #Sights #Wonderful #Amazing #Views... http://someurl",,es,Instagram,812731699591163905,everyone,92456983,812731699591163905,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#wonderful,,
2016-12-24T10:28:14.000Z,#wonderful .. (Y)| #We_all_love_you_#hero ... http://someurl,,es,Facebook,812605797884641280,everyone,3240946989,812605797884641280,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#wonderful,,
2016-12-24T08:21:48.000Z,#have #a #wonderful #day @ Paradise Center http://someurl,"{'place_id': '1ef1183ed7056dc1', 'coordinates': {'type': 'Point', 'coordinates': [23.31477576, 42.65756415]}}",es,Instagram,812573981286895616,everyone,1272950065,812573981286895616,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#wonderful,,
2016-12-24T04:41:48.000Z,Hermosa Sra Kitty #makeup con @someuser  0972418665 #beautifull #wonderful #nice #instagram... http://someurl,,es,Instagram,812518616860131328,everyone,266943971,812518616860131328,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#wonderful,,
2016-12-23T04:10:15.000Z,"El Yunque Rainforest, Puerto Rico [OC] [5312x2988] #Earth #EarthPorn #Wonderful http://someurl",,es,IFTTT,812148289948844033,everyone,2608731229,812148289948844033,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#wonderful,,
2016-12-23T03:52:47.000Z,#Wonderful #Christmastime| .| #ViveHotLatinMusic| Visita y Escucha | http://someurl| ... http://someurl http://someurl,,es,IFTTT,812143890287460353,everyone,426749885,812143890287460353,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#wonderful,,
2016-12-23T03:52:43.000Z,#Wonderful #Christmastime| .| #ViveHotLatinMusic| Visita y Escucha... http://someurl,"{'place_id': '27c45d804c777999', 'coordinates': {'type': 'Point', 'coordinates': [-100.0, 40.0]}}",es,Instagram,812143875347349507,everyone,426749885,812143875347349507,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#wonderful,,
2016-12-22T16:05:29.000Z,Camomile honey vanilla tea! *melts* <3 #tea #wonderful #delicious #mug #bird #blossom #warm... http://someurl,,es,Instagram,811965894566023168,everyone,1735698006,811965894566023168,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#wonderful,,
2016-12-22T11:34:43.000Z,Como es el día que hace en Sevilla?| #Sevilla #SunnyDay #Wonderful #Autumn @ Plaza de España... http://someurl,"{'place_id': '8c86b8b4cb716103', 'coordinates': {'type': 'Point', 'coordinates': [-5.98694, 37.37694]}}",es,Instagram,811897751982272512,everyone,211339128,811897751982272512,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#wonderful,,
2016-12-22T09:37:01.000Z,Peculiar. 🍃| .| .| .| .| #wonderful #nature #green #instagram #photograph #photolucas #brasil #farm... http://someurl,,es,Instagram,811868133724188672,everyone,789767570,811868133724188672,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#wonderful,,
2016-12-22T07:45:09.000Z,Archangel Michael prayer ....      Feliz Navidad... Have a #Wonderful #Falalalalalalalala #Month #Pe http://someurl,,es,Pinterest,811839980322623488,everyone,2260768729,811839980322623488,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#wonderful,,
2016-12-22T07:31:15.000Z,Archangel Chamuel... Feliz Navidad... Have a #Wonderful #Falalalalalalalala #Month #Peace and #Love  http://someurl,,es,Pinterest,811836484735107072,everyone,2260768729,811836484735107072,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#wonderful,,
2016-12-22T07:22:07.000Z,Archangel Gabriel #angels #blessings #archangels Feliz Navidad... Have a #Wonderful #Falalalalalalal http://someurl,,es,Pinterest,811834184616595456,everyone,2260768729,811834184616595456,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#wonderful,,
2016-12-22T06:22:01.000Z,TEMAN| | #macrophotography | #wonderful.indonesia| #animal http://someurl,,in,Instagram,811819060698693633,everyone,2428321242,811819060698693633,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#wonderful,,
2016-12-22T05:17:08.000Z,ArianaGrande #Faith| Geneal| #Wonderful| ❤ http://someurl,,es,Facebook,811802731769950209,everyone,625190126,811802731769950209,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#wonderful,,
2016-12-22T02:55:46.000Z,😘😍👏🏼 Julian en su primer ride emocionado 😁 😂❤️️ #love #wonderful #great #julian #thebest #feria... http://someurl,,es,Instagram,811767155679199233,everyone,90432272,811767155679199233,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#wonderful,,
2016-12-22T01:41:56.000Z,Archangel Haniel... Angel Prayers... Feliz Navidad... Have a #Wonderful #Falalalalalalalala #Month # http://someurl,,es,Pinterest,811748573402505217,everyone,2260768729,811748573402505217,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#wonderful,,
2016-12-22T01:30:54.000Z,Joel 2:13... Feliz Navidad... Have a #Wonderful #Falalalalalalalala #Month #Peace and #Love #SWaGKin http://someurl,,en,Pinterest,811745796420988928,everyone,2260768729,811745796420988928,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#wonderful,,
2016-12-22T00:44:21.000Z,AA Uriel ☆☆☆ Feliz Navidad... Have a #Wonderful #Falalalalalalalala #Month #Peace and #Love #SWaGKin http://someurl,,es,Pinterest,811734085152493568,everyone,2260768729,811734085152493568,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#wonderful,,
2016-12-21T18:11:11.000Z,Paco de Lucia - Entre dos aguas (1976) full video http://someurl vía @someuser #wonderful,,es,Twitter Web Client,811635139604156416,everyone,312855775,811635139604156416,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#wonderful,,
2016-12-21T17:51:01.000Z,Torta de chocolate 😍😍 0972418665 #tasty #cake #wonderful #beautiful http://someurl,,es,Instagram,811630063598923776,everyone,266943971,811630063598923776,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#wonderful,,
2016-12-21T17:36:56.000Z,Prayer to Archangel Michael... Feliz Navidad... Have a #Wonderful #Falalalalalalalala #Month #Peace  http://someurl,,es,Pinterest,811626520024387584,everyone,2260768729,811626520024387584,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#wonderful,,
2016-12-21T17:23:47.000Z,Angel... Feliz Navidad... Have a #Wonderful #Falalalalalalalala #Month #Peace and #Love #SWaGKing http://someurl,,en,Pinterest,811623211817439232,everyone,2260768729,811623211817439232,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#wonderful,,
2016-12-21T17:07:48.000Z,ANGEL... ARCHANGEL... Feliz Navidad... Have a #Wonderful #Falalalalalalalala #Month #Peace and #Love http://someurl,,es,Pinterest,811619189110833152,everyone,2260768729,811619189110833152,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#wonderful,,
2016-12-21T16:31:21.000Z,Maravillosa #fotografía en el #astillero. #wonderful #photography in the #shipyard #Tenerife #IslasCanarias #tenerifelicidad años atrás http://someurl,,es,Postcron App,811610016100786176,everyone,704734043825446914,811610016100786176,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",#wonderful,,
2016-12-21T15:20:13.000Z,Aeracura; Goddess Guidance... Feliz Navidad... Have a #Wonderful #Falalalalalalalala #Month #Peace a http://someurl,,en,Pinterest,811592115209781248,everyone,2260768729,811592115209781248,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#wonderful,,
2016-12-21T10:16:24.000Z,Jeremiel - Archangel... Feliz Navidad... Have a #Wonderful #Falalalalalalalala #Month #Peace and #Lo http://someurl,,es,Pinterest,811515658655727617,everyone,2260768729,811515658655727617,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#wonderful,,
2016-12-21T07:34:43.000Z,Hoy por fin entendì la canciòn de Lila Downs: Cielo Rojo.| #liladowns #literature #mùsica #chavelavargas #canción #wonderful #see #picture http://someurl,,es,Twitter Web App,811474968479498241,everyone,602621397,811474968479498241,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 4, 'quote_count': 0}",#wonderful,,
2016-12-21T07:24:04.000Z,@someuser So #wonderful Dear 💕Marina💕#Congratulations #bestwishes #blessings #sincerely🙏 http://someurl,,es,Twitter for iPhone,811472288755412992,everyone,2992512774,811409693511815168,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 2, 'quote_count': 1}",#wonderful,"[{'type': 'replied_to', 'id': '811409693511815168'}]",70573228
2016-12-21T06:32:39.000Z,#adopt #SAVE 🙏🐱❤️ADORABLE #KITTY LaLa ❣she DESERVES A #WONDERFUL #FureverHomeForTheHolidays 🙏😿🌲 #GA @someuser http://someurl,,es,Twitter for iPhone,811459347947483136,everyone,20100967,811459347947483136,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#wonderful,,
2016-12-21T03:08:16.000Z,@someuser MYWE Concert Band Concert. #wonderful #lovemykids #proudmama http://someurl,,es,Instagram,811407911813574656,everyone,20023070,811407911813574656,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#wonderful,,30260441
2016-12-21T01:45:48.000Z,😍😍 uno de tantos maravillosos atardeceres #nofilters  #sunset #today #wonderful #love 💗 gracias... http://someurl,,es,Instagram,811387160997797888,everyone,372726860,811387160997797888,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#wonderful,,
2016-12-21T00:01:48.000Z,Viendo mo arroz| $#ecuador #phd #doctorado #forest #tree #pensamientos #webstagram #wonderful... http://someurl,"{'place_id': '007ca77434a67918', 'coordinates': {'type': 'Point', 'coordinates': [-79.46703023, -1.57286268]}}",es,Instagram,811360986791866369,everyone,114043591,811360986791866369,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#wonderful,,
2016-12-20T20:05:24.000Z,Hermosa vista 🌅🌅 #Lima #Perú #Wonderful http://someurl by #MQuevedo48 via @someuser,,es,Linkis: turn sharing into growth,811301494528114689,everyone,445143641,811301494528114689,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#wonderful,,
2016-12-20T18:07:47.000Z,"Si lo lees, me crees. #Wonderful #Weird #Lips #Redhair #Selfie http://someurl",,es,Instagram,811271897476399104,everyone,100012761,811271897476399104,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#wonderful,,
2016-12-20T17:10:07.000Z,Meet yo-yo virtuoso Coffin Nachtmahr http://someurl #futurism #science #gadgets #wonderful #Politics #Tec... http://someurl,,es,IFTTT,811257383771078656,everyone,16946467,811257383771078656,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#wonderful,,
2016-12-20T13:58:16.000Z,❤️️👌🏼💄Feliz de lograr que alguien sea feliz 😊 #color #peinado #maquillaje #thebest #wonderful... http://someurl,,es,Instagram,811209104685404160,everyone,90432272,811209104685404160,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#wonderful,,
2016-12-20T00:56:34.000Z,Que foto... escadas (1930) A. Rodchenko 😍 #wonderful #beautiful #photography #photographer... http://someurl,,es,Instagram,811012380612116480,everyone,385769799,811012380612116480,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#wonderful,,
2016-12-19T19:34:48.000Z,🤔🤔🤔| #wonderful| #church| #frenchcanada | #montreal @ Notre-Dame Basilica http://someurl,"{'place_id': '36775d842cbec509', 'coordinates': {'type': 'Point', 'coordinates': [-73.55626389, 45.50448611]}}",es,Instagram,810931406075555840,everyone,713355024575832064,810931406075555840,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#wonderful,,
2016-12-19T18:18:06.000Z,🍃 vitaminsea 🌊| | #beach #wonggresik #wonderful #like4like #likeforlike #white #black... http://someurl,,es,Instagram,810912105813671936,everyone,1094618203,810912105813671936,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#wonderful,,
2016-12-19T13:57:26.000Z,Navidad con mis príncipes. | Mis príncipes con su mamá. | .| La hemos pasado #genial #wonderful... http://someurl,,es,Instagram,810846505909317632,everyone,377069195,810846505909317632,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#wonderful,,
2016-12-19T08:36:56.000Z,Vista panorámica de #Praga 🕍🕌🏠#republicacheca #niceview #wonderful @someuser http://someurl,"{'place_id': '018e2bf71a3ef896', 'coordinates': {'type': 'Point', 'coordinates': [14.4167, 50.0833]}}",es,Instagram,810765848315129856,everyone,210723265,810765848315129856,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#wonderful,,
2016-12-19T07:50:48.000Z,La casa más colorida de #Vienna 🏠#Europe #austria #wonderful 😍 @someuser http://someurl,"{'place_id': '9f659d51e5c5deae', 'coordinates': {'type': 'Point', 'coordinates': [16.3731, 48.2083]}}",es,Instagram,810754241807556608,everyone,210723265,810754241807556608,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",#wonderful,,
2016-12-19T06:13:50.000Z,Fines de semana así!! Nunca se terminen #weekend #wonderful #sea... http://someurl,"{'place_id': '13608b120d65a1ff', 'coordinates': {'type': 'Point', 'coordinates': [-87.46843, 20.21501]}}",es,Instagram,810729837925191680,everyone,89144786,810729837925191680,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#wonderful,,
2016-12-18T23:55:28.000Z,Dos que son el mundo. | •••| #buenosaires #wonderful #argentina #sidecar #photoshoot #photo #foto... http://someurl,"{'place_id': '018f1cde6bad9747', 'coordinates': {'type': 'Point', 'coordinates': [-58.3817, -34.6033]}}",es,Instagram,810634616918933506,everyone,197294097,810634616918933506,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",#wonderful,,
2016-12-18T23:20:59.000Z,Ganas de saber que hay al final del arcoiris 🌈 #Wonderful #Rainbow #Colours #Magic #Moments #Sky #picsoftheday http://someurl,,es,Twitter for Android,810625938396475392,everyone,149352934,810625938396475392,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#wonderful,,
2016-12-18T23:12:53.000Z,Lvl 154✔| Resistencia a arcano 426pts✔| | Y el boss Micolash me mata de un arcano #Wonderful,,es,Twitter for Android,810623902510620672,everyone,2976586696,810623902510620672,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#wonderful,,
2016-12-18T21:52:38.000Z,@someuser basta leer COMPLETO el texto para ver qué textualmente @someuser pide que a alguien no le hagan justicia #wonderful,{'place_id': 'bfc35dcc7e63252a'},es,Twitter for iPhone,810603707549282309,everyone,83719429,810597099020677121,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#wonderful,"[{'type': 'replied_to', 'id': '810602690954792960'}]",16571064
2016-12-18T20:33:21.000Z,"Dream Lake in Colorado National Park, Estes, Colorado [4002 x 6000] [OC] #Earth #EarthPorn #Wonderful http://someurl",,es,IFTTT,810583752976044032,everyone,2608731229,810583752976044032,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#wonderful,,
