lang,conversation_id,id,created_at,public_metrics,author_id,source,text,reply_settings,search_query,geo,referenced_tweets,in_reply_to_user_id
pt,812876016041529344,812876016041529344,2016-12-25T04:21:59.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2801740331,Twitter for iPhone,"9 da manhã chega logo, tô hashtag #excited p abrir os presentes 😍☺️",everyone,#excited,,,
pt,812699846369046528,812699846369046528,2016-12-24T16:41:57.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",288234629,Instagram,Melhor playlist de natal #pentatonix #christmassong #christmasspirit #excited http://someurl,everyone,#excited,,,
de,812652420157362180,812652420157362180,2016-12-24T13:33:29.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",69580591,Twitter Web Client,uiuiuiuiuiuiuiuiui #excited http://someurl,everyone,#excited,,"[{'type': 'quoted', 'id': '812613834036875264'}]",
es,812372528718958592,812372528718958592,2016-12-23T19:01:18.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",294302020,Instagram,S A N T A 🎄💙✨ #nephew #excited #chocolates http://someurl,everyone,#excited,,,
en,812154652498231296,812154652498231296,2016-12-23T04:35:32.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",31039463,Instagram,#mood #actingafool #writing #poorgirlrichgirl part 2 #novel #excited #think http://someurl,everyone,#excited,,,
pt,811769807729283072,811769807729283072,2016-12-22T03:06:18.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",1625607632,Twitter for iPhone,Canada 2k17!!!!!! #EXCITED 🇨🇦 🇨🇦🇨🇦🇨🇦,everyone,#excited,{'place_id': 'e0060cda70f5f341'},,
pt,811746804450689028,811746804450689028,2016-12-22T01:34:54.000Z,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}",28040409,Instagram,E a live BOMBOUU!!! Isso quer dizer q vai rola sempre AUUUUU MUITO OBRIGADA ❤❤❤❤❤❤❤❤❤ #excited... http://someurl,everyone,#excited,,,
pt,811402177868603392,811402177868603392,2016-12-21T02:45:28.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",71875374,Twitter for iPhone,@someuser foi p #us #again wow! no prox video terá mais info? Quais as ideias p próximos video #excited,everyone,#excited,,,123301519
pt,811395331346886658,811395331346886658,2016-12-21T02:18:16.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",3301809157,Instagram,Estreno de Assassins Creed ❤ #assassinscreed #movie #premier #hype #movienight #excited @someuser http://someurl,everyone,#excited,,,
pt,811153114657132544,811153114657132544,2016-12-20T10:15:47.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",54505741,Instagram,Level ⬆️💪🏻💃🏼 #polefitness #pole  #poledance #elitepole #fitness #hardwork #excited #levelup @someuser http://someurl,everyone,#excited,"{'place_id': '0050d04d64e25ba9', 'coordinates': {'type': 'Point', 'coordinates': [145.3498688, -36.3789101]}}",,
pt,811097288584130560,811097288584130560,2016-12-20T06:33:57.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",809796454416056320,Buffer,IUAJETPMMSVQCTGVHJPDTZQD #liveauthentic #bookstagram #jimmychoo #truelove #excited #winter #stance #PITTY #potd #boho #LFC #tv http://someurl,everyone,#excited,,,
fr,810445437425553408,810445437425553408,2016-12-18T11:23:44.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",260785580,Instagram,La boutique de Lille est ouverte de 13h à 18h 😉| #xmas #shopping #sunday #gift #excited... http://someurl,everyone,#excited,,,
es,809849467662987264,809849467662987264,2016-12-16T19:55:34.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",3575834053,Twitter for Android,Listo para #RogueOne #excited,everyone,#excited,,,
es,809789745219792896,809789745219792896,2016-12-16T15:58:15.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",337796942,Instagram,#cardia #la_prima #excited #avamposti_dell_immateriale #ziya #spin_fly #scasciamututtu @ Teatro... http://someurl,everyone,#excited,,,
pt,809726718369992709,809726718369992709,2016-12-16T11:47:48.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",4715038887,Instagram,É sexta-feira! 😃🍕 #pizzanabrasa #pizzanabrasapt #pizzatime #pizza #weekend #excited #slice... http://someurl,everyone,#excited,,,
tr,809642772810657793,809642772810657793,2016-12-16T06:14:14.000Z,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",2802959242,MEGAPO.ST,Babara im http://someurl  #pretty #colorado #mac #usually #excited #dailyfoodfeed,everyone,#excited,,,
es,809474763596922880,809474763596922880,2016-12-15T19:06:37.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2302042814,Twitter for iPhone,#happythursday @someuser @someuser #excited#toronto #WINDCHILL #cold #relax,everyone,#excited,{'place_id': '3797791ff9c0e4c6'},,
pt,809402832977854464,809402832977854464,2016-12-15T14:20:48.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2789205419,MEGAPO.ST,Morna http://someurl im #smile #audis5 #sunsetoftheday #excited #westayfit #partyideas,everyone,#excited,,,
in,809327603819548672,809327603819548672,2016-12-15T09:21:51.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",73073232,Instagram,"#BFF #youknowwhyihavesuchabigsmile #excited #Af #throwback #jirakishaadi @ Mumbai, India http://someurl",everyone,#excited,"{'place_id': '7929cea6bd5b32bd', 'coordinates': {'type': 'Point', 'coordinates': [72.8258, 18.975]}}",,
in,809043835078737920,809043835078737920,2016-12-14T14:34:16.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2802959242,MEGAPO.ST,Babara as http://someurl  #polen #cloudshair #chihairproducts #suit #excited #pasta,everyone,#excited,,,
pt,809024683064655872,809024683064655872,2016-12-14T13:18:10.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",316591360,Twitter Web Client,2017 nem começou e já tenho notícias Bombásticas:| Evanescence e Lady GaGa confirmam passar pelo Brasil  !!!  ❤ 🇺🇸#Excited,everyone,#excited,,,
pt,808983786062946304,808983786062946304,2016-12-14T10:35:39.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",741986416926679040,Mobile Web (M2),PARADE| #Excited,everyone,#excited,,,
en,808863697473048576,808863697473048576,2016-12-14T02:38:28.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",1574739090,Mobile Web (M2),deu puja today. #excited,everyone,#excited,,,
es,808451548670001152,808451548670001152,2016-12-12T23:20:44.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",3420520054,Twitter for Android,Santa! #Santa #Christmas #mybaby #excited. http://someurl,everyone,#excited,,,
pt,808348181704667136,808348181704667136,2016-12-12T16:29:59.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",718433793149902848,Twitter for Android,Faz o roteiro... #excited http://someurl,everyone,#excited,{'place_id': 'a4ddc3856053f7e1'},,
pt,808107146206478336,808109046951723008,2016-12-12T00:39:45.000Z,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",157502946,Twitter for Android,"@someuser então tá marcado, de amanhã não passa #excited ❤",everyone,#excited,,"[{'type': 'replied_to', 'id': '808108653899345921'}]",2452026210
tl,807796387966578688,807796387966578688,2016-12-11T03:57:21.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",448151639,Instagram,❤️ #anywhere #you #want #to #go #paragonpretty #believe #faith #hardwork #excited 🤗🤗🤗🤗 @ Paragon... http://someurl,everyone,#excited,,,
pt,807772199222317056,807772199222317056,2016-12-11T02:21:14.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",3346138481,Instagram,☂️☔️🌧 #singingintherain #sunday #excited @ Adelaide Festival Centre http://someurl,everyone,#excited,,,
pt,807380749502517252,807380749502517252,2016-12-10T00:25:45.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",102149889,Twitter for Android,Já já indo encontrar a @someuser pro show da @someuser aqui em SP !!!  #excited,everyone,#excited,,,
nl,807108728059207680,807108728059207680,2016-12-09T06:24:50.000Z,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}",1857026814,Twitter for Android,@someuser | | Last year EVC ❤| | #Excited for EVC16 http://someurl,everyone,#excited,,,1583323124
it,806965234749554690,806965234749554690,2016-12-08T20:54:39.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 2, 'quote_count': 1}",111788789,Instagram,#demoreel #voiceoveractor #excited#orlando #florida @someuser #actor #voiceover... http://someurl,everyone,#excited,,,
it,804428937602469888,806957457545265152,2016-12-08T20:23:45.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",806951813844992001,Twitter for Android,@someuser @someuser @someuser super sei unica e speciale la tua voce fa emozionare #excited,everyone,#excited,,"[{'type': 'replied_to', 'id': '804428937602469888'}]",71114686
pt,806615340109221890,806615340109221890,2016-12-07T21:44:17.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",434725328,Twitter for iPhone,Ando comprando telas~ #excited,everyone,#excited,,,
it,806568191254261760,806582050941796354,2016-12-07T19:32:01.000Z,"{'retweet_count': 0, 'reply_count': 2, 'like_count': 0, 'quote_count': 0}",21149819,Twitter for Android,@someuser @someuser ditto! #excited,everyone,#excited,,"[{'type': 'replied_to', 'id': '806568648890580992'}]",540264197
pt,806005325467947008,806005325467947008,2016-12-06T05:20:19.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2791525799,MEGAPO.ST,Ag  os #kik #hotwork #pordosoldodia #excited #zane #allshotsturkey,everyone,#excited,,,
es,805905405402632192,805905405402632192,2016-12-05T22:43:16.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2838933211,MEGAPO.ST,Constancia  http://someurl us #konya #picoftheday  #philippines #excited #design #joico,everyone,#excited,,,
tl,805764619318870016,805765739189714945,2016-12-05T13:28:17.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",4619122070,Twitter Web Client,@someuser hihihihihihihi #excited,everyone,#excited,,"[{'type': 'replied_to', 'id': '805765509060837376'}]",914320136
es,805643898756468736,805643898756468736,2016-12-05T05:24:08.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2837871559,MEGAPO.ST,Alvina as http://someurl  #like #cachos #to #kidblogger #excited #chicago,everyone,#excited,,,
pt,805616076503523329,805630655019282433,2016-12-05T04:31:30.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",43645149,Twitter for Android,@someuser ainda não vi! Tô três epis atrás.... #excited,everyone,#excited,,"[{'type': 'replied_to', 'id': '805616076503523329'}]",36844800
pt,805526503404408832,805526503404408832,2016-12-04T21:37:39.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",538600438,Instagram,Ta chegando o natarrr⛄️⛄️⛄️#happy #smile #fun #instahappy #goodmood #sohappy #happier #excited... http://someurl,everyone,#excited,"{'place_id': '47ef5d028ab6c2b7', 'coordinates': {'type': 'Point', 'coordinates': [-47.65000531, -22.70434459]}}",,
lv,805450880627527680,805450880627527680,2016-12-04T16:37:09.000Z,"{'retweet_count': 2, 'reply_count': 2, 'like_count': 21, 'quote_count': 1}",173816019,Twitter for iPhone,Tadaahh... #sukumarwritings #dharshakudu #excited😃😬😬 http://someurl,everyone,#excited,,,
pt,805080515749494784,805080515749494784,2016-12-03T16:05:27.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2836836595,MEGAPO.ST,Elaina http://someurl im #polen #milesteller #dancer #excited #hautecouture #zamanidurdur,everyone,#excited,,,
pt,804133865921069058,804133865921069058,2016-12-01T01:23:48.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",3364363828,Instagram,tá chegando sexta e vai ter 3D no Morrostock em Santa Maria!!! 💖💖💖 #excited #3d #punkrock #grrrl... http://someurl,everyone,#excited,"{'place_id': '894146230dd1d42d', 'coordinates': {'type': 'Point', 'coordinates': [-51.21171074, -30.03540888]}}",,
es,803935205753032705,803935205753032705,2016-11-30T12:14:24.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2837871559,MEGAPO.ST,Eva as http://someurl  #follow #feathers #mac #design #excited #genovesi,everyone,#excited,,,
es,803847093811036165,803847093811036165,2016-11-30T06:24:16.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2793064713,MEGAPO.ST,Adora es http://someurl  #followback #pravanna #conditioner #auroramakeup #excited #napolifoodporn,everyone,#excited,,,
pt,803796180056608768,803796180056608768,2016-11-30T03:01:57.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2232375121,Twitter for Android,Intro Was Fabulous!! #chicagofire #excited #Chicago @someuser http://someurl,everyone,#excited,,"[{'type': 'quoted', 'id': '803795791370391553'}]",
pt,803650961671524352,803650961671524352,2016-11-29T17:24:55.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2788262847,Instagram,Quando a sua banda favorita te segue no Twitter.| ♡♥♡♥♡♥♡♥| #OMG #excited #ournameisMAGIC... http://someurl,everyone,#excited,,,
pt,803555366063771649,803555366063771649,2016-11-29T11:05:03.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",317579667,Instagram,Chapéu que irei usar quinta-feira no Mickeys Very Merry Christmas Party!!! 🎄| #excited... http://someurl,everyone,#excited,,,
pt,803316602750046209,803316602750046209,2016-11-28T19:16:17.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2838933211,MEGAPO.ST,Constancia  http://someurl is #loveforhair #portrait  #strawberry #excited #mascarilla #oribe,everyone,#excited,,,
tl,802436405674680320,802436405674680320,2016-11-26T08:58:42.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",299903731,Instagram,Hehe #cantwaitforchristmas #christmas #excited http://someurl,everyone,#excited,,,
tl,802418724779257856,802419210785734656,2016-11-26T07:50:22.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",286456700,Twitter Web Client,@someuser #Excited hihihi,everyone,#excited,,"[{'type': 'replied_to', 'id': '802418724779257856'}]",801713111581368321
pt,802170602069131264,802170602069131264,2016-11-25T15:22:29.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",796346849749770242,Instagram,Dê ao luxo #excited #give #inNamorata http://someurl,everyone,#excited,,,
es,802102594390884352,802102594390884352,2016-11-25T10:52:15.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",1513495212,Buffer,Frida! #excited #benjaminlacombe #fridakahlo #sebastienperez @someuser http://someurl http://someurl,everyone,#excited,,,
pt,802015015649902592,802015015649902592,2016-11-25T05:04:15.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2793090052,MEGAPO.ST,Adora ok http://someurl  #xoxo #texashair #transformationtuesday #looklook #excited #instravel,everyone,#excited,,,
pt,801936407124058112,801936407124058112,2016-11-24T23:51:53.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",601706286,Instagram,A mini Subway!!!! #shocked #excited @ Atlanta International... http://someurl,everyone,#excited,,,
pt,801821285479251968,801821285479251968,2016-11-24T16:14:26.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",2802959242,MEGAPO.ST,Adora ok http://someurl  #follow4follow #digitaledits #accesorios #bags #excited #napolifoodporn,everyone,#excited,,,
pt,801786012942921728,801786012942921728,2016-11-24T13:54:16.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2792095359,MEGAPO.ST,Farica as http://someurl  #portrait #shorthair #longhair #wild #excited #cookie,everyone,#excited,,,
en,800667109541945344,800667109541945344,2016-11-21T11:48:09.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",43183212,Twitter for Android,Part 2 #excited,everyone,#excited,,,
pt,800300258458669056,800301979419316224,2016-11-20T11:37:15.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",252426654,Twitter for iPhone,@someuser @someuser  vera level #Excited,everyone,#excited,{'place_id': '1b8680cd52a711cb'},"[{'type': 'replied_to', 'id': '800300258458669056'}]",31348594
en,799729652990230528,799729652990230528,2016-11-18T21:43:02.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2864170562,Instagram,Cuuute! 💕💕💕| .| .| .| .| #pokemon #pokemonsunandmoon #rowlett #grasstype #owl #cute #hype #excited http://someurl,everyone,#excited,,,
pt,799338552177913856,799338716078686208,2016-11-17T19:49:35.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",457644833,Twitter for iPhone,mas a noite será resumida em questões de biologia #excited,everyone,#excited,,"[{'type': 'replied_to', 'id': '799338552177913856'}]",457644833
pt,799209450020159488,799209450020159488,2016-11-17T11:15:56.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",1510632924,Instagram,Cham cham cham^^😁😀😉| #wheretogo| #excited @ NAIA Terminal 3 Departure Area http://someurl,everyone,#excited,,,
es,799198101617582081,799198101617582081,2016-11-17T10:30:50.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",789594167819145218,Twitter for Android,Concert ba| #excited http://someurl,everyone,#excited,,"[{'type': 'quoted', 'id': '799190756845944832'}]",
in,799196300407406592,799196300407406592,2016-11-17T10:23:41.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",109857850,IFTTT,wpj_13: wpj_13: wpjpadilla: wpj_13 : wpj_13: wpj121380: djp_jr121380: Aabangan na talaga #excited ... http://someurl,everyone,#excited,,,
pt,798511726702563328,798511726702563328,2016-11-15T13:03:25.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2964085666,Instagram,Go for #pressday ! | anneso_cdln | #ephyre #paris #ss17 #preview #excited #showroom #sainthonore @someuser http://someurl,everyone,#excited,"{'place_id': '09f6a7707f18e0b1', 'coordinates': {'type': 'Point', 'coordinates': [2.33222222, 48.86472222]}}",,
pt,798378746332016640,798378746332016640,2016-11-15T04:15:00.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",67777808,Twitter for iPhone,Esta Velada va a estar interesante 🤔 #excited 😍,everyone,#excited,,,
pt,796916166786682882,796916166786682882,2016-11-11T03:23:14.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2282137990,Twitter Web Client,falta re poquito para @someuser !!! #excited,everyone,#excited,,,
pt,796831123422773248,796831123422773248,2016-11-10T21:45:18.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",480400232,Twitter for iPhone,Jos malo do finalaa #excited http://someurl,everyone,#excited,,"[{'type': 'quoted', 'id': '796827594297589760'}]",
es,796696978281201665,796736390075707394,2016-11-10T15:28:52.000Z,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 3, 'quote_count': 0}",2452892035,Twitter Web Client,"@someuser @someuser @someuser @someuser @someuser | #Excited to particIpate - #J00FAtFrog , #FRRGiveAway http://someurl",everyone,#excited,{'place_id': '1b8680cd52a711cb'},"[{'type': 'replied_to', 'id': '796696978281201665'}]",2913448357
eu,796571653606166528,796571653606166528,2016-11-10T04:34:16.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2792095359,MEGAPO.ST,Giralda  http://someurl  #iphoneonly #lindas #complemento  #excited #chicago,everyone,#excited,,,
pt,796113592328327168,796113592328327168,2016-11-08T22:14:06.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2837871559,MEGAPO.ST,Aleta im http://someurl  #cute #modas #tulle #collar #excited #cookie,everyone,#excited,,,
pt,795445064092839940,795445064092839940,2016-11-07T01:57:36.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",285542036,Foursquare,👶#excited (@ Dr. BB Tiu Medical Clinic) http://someurl,everyone,#excited,"{'place_id': '00ca4cd1517ddd94', 'coordinates': {'type': 'Point', 'coordinates': [123.88909559, 10.30003753]}}",,
pt,795424165654331392,795424165654331392,2016-11-07T00:34:34.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",713873656510865409,Twitter for iPhone,🎧 Você me deixa tão empolgado.| Você tem um poder magico sobre mim.| Me deixando incapaz de respirar| | #Excited | #Luhan não é só Lu http://someurl,everyone,#excited,,,
en,794140610475282432,794140610475282432,2016-11-03T11:34:10.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2837871559,MEGAPO.ST,Camel  http://someurl  #kisses #bobs #hairspray #unicornio #excited #creamy,everyone,#excited,,,
pt,793964451644973057,793964451644973057,2016-11-02T23:54:11.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2792095359,MEGAPO.ST,Aleta im http://someurl  #stylish #personalstylist #chihaircare #always #excited #philippines,everyone,#excited,,,
pt,793753933319540736,793753933319540736,2016-11-02T09:57:39.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",37706394,Instagram,O-B-R-A ... #boomerang #house #interiorismo #interiordesign #designer #design #obra #excited... http://someurl,everyone,#excited,"{'place_id': '1a27537478dd8e38', 'coordinates': {'type': 'Point', 'coordinates': [2.16884008, 41.38697548]}}",,
pt,793717829010857984,793717829010857984,2016-11-02T07:34:11.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2802959242,MEGAPO.ST,Adora us http://someurl  #style #tendencia #nightphoto #about #excited #america,everyone,#excited,,,
pt,793392853917503488,793392853917503488,2016-11-01T10:02:51.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",746625951224700928,Instagram,Helllooo November😍‼️| | #birthmonth😍 #excited☺️ http://someurl,everyone,#excited,,,
tl,792926015404158977,792926015404158977,2016-10-31T03:07:48.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",301253458,Twitter Web App,Undas na tom #excited haha,everyone,#excited,,,
pt,792458852872650752,792458852872650752,2016-10-29T20:11:28.000Z,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",20858380,Twitter for Android,"Tudo a postos para a estreia no Doclisboa16 do doc de João Monteiro sobre o cinema de António de Macedo, um grande senhor e amigo. #excited",everyone,#excited,,,
pt,792455940163371010,792455940163371010,2016-10-29T19:59:53.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2174548143,Twitter Web Client,@someuser Encomenda ja feita <3 @someuser #Excited,everyone,#excited,,,117855855
in,791957513977470976,791957513977470976,2016-10-28T10:59:19.000Z,"{'retweet_count': 3, 'reply_count': 0, 'like_count': 5, 'quote_count': 0}",786853602,Instagram,Mumbai mirror💖 #trideviyaan #sabtv #sony #sonysab #action #women #womenempowerment #excited... http://someurl,everyone,#excited,,,
